Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore
1534896000000,0.043382,0.043876,0.041437,0.042533,176271.666,1534982399999,7533.33812045,149326,98207.583,4198.08423456,0.0
1534982400000,0.042533,0.04323,0.041933,0.04229,138717.808,1535068799999,5892.00460779,107883,78349.119,3327.70815617,0.0
1535068800000,0.04229,0.04245,0.041537,0.04205,168593.471,1535155199999,7101.98372692,128491,94091.013,3964.55044413,0.0
1535155200000,0.042023,0.042065,0.041062,0.041225,141101.744,1535241599999,5866.75439836,102292,80116.038,3330.86936058,0.0
1535241600000,0.041244,0.04127,0.040612,0.040912,138225.43,1535327999999,5661.42006231,129302,77013.675,3154.66060472,0.0
1535328000000,0.040903,0.041761,0.040702,0.04167,193291.576,1535414399999,7957.80744961,161803,114870.976,4728.64570711,0.0
1535414400000,0.04167,0.0419,0.040753,0.041725,193993.731,1535500799999,7996.48274529,167041,104271.36,4297.30457554,0.0
1535500800000,0.041749,0.041939,0.040854,0.041014,176273.382,1535587199999,7294.09502455,133495,97889.605,4051.47957061,0.0
1535587200000,0.041014,0.041319,0.039908,0.040662,179969.014,1535673599999,7306.75524492,140442,103889.146,4219.42263496,0.0
1535673600000,0.040662,0.041,0.036388,0.040139,190581.698,1535759999999,7654.24704145,132254,105614.508,4247.45325654,0.0
1535760000000,0.04014,0.041705,0.04012,0.041048,174869.27,1535846399999,7153.935434,150518,94522.114,3866.57412779,0.0
1535846400000,0.04105,0.041416,0.040012,0.040489,156883.801,1535932799999,6377.50556104,127566,87903.432,3573.53402386,0.0
1535932800000,0.040477,0.040518,0.039537,0.039799,178750.544,1536019199999,7129.18218431,128563,97340.259,3882.27959386,0.0
1536019200000,0.039799,0.03995,0.03851,0.038761,187477.69,1536105599999,7351.73489496,149455,102984.785,4037.97026364,0.0
1536105600000,0.038775,0.038928,0.03392,0.034106,344168.05,1536191999999,12590.75289163,249240,182348.954,6676.0159957,0.0
1536192000000,0.034098,0.035861,0.033341,0.035278,355106.32,1536278399999,12445.67917053,221149,192932.374,6762.43898218,0.0
1536278400000,0.035278,0.035899,0.033513,0.033632,266276.779,1536364799999,9184.55187402,185562,135538.324,4673.68625739,0.0
1536364800000,0.033632,0.03683,0.030956,0.031834,271781.063,1536451199999,8954.17674691,175704,146485.93,4839.6014982,0.0
1536451200000,0.031834,0.03249,0.030124,0.031362,307184.387,1536537599999,9604.39084138,196271,168769.978,5275.38835291,0.0
1536537600000,0.031362,0.032111,0.029956,0.03122,289604.692,1536623999999,8971.45426015,155058,137426.082,4268.1390943,0.0
1536624000000,0.031228,0.031436,0.028473,0.029435,306767.518,1536710399999,9216.61179257,182679,155481.11,4668.45213246,0.0
1536710400000,0.029422,0.029433,0.026882,0.028918,400898.733,1536796799999,11202.22459252,226009,226295.467,6320.11017873,0.0
1536796800000,0.028904,0.032989,0.028887,0.032504,406418.787,1536883199999,12496.54035871,215350,219760.453,6753.20252954,0.0
1536883200000,0.032504,0.034089,0.03151,0.0322,344382.592,1536969599999,11299.10635633,187181,175236.637,5746.18807055,0.0
1536969600000,0.032243,0.034721,0.032105,0.034056,217478.043,1537055999999,7302.28238035,125604,115977.633,3893.57492475,0.0
1537056000000,0.034013,0.034321,0.032565,0.033862,215014.548,1537142399999,7215.17961597,142335,105031.87,3526.2650812,0.0
1537142400000,0.033861,0.034432,0.030946,0.031384,284983.138,1537228799999,9392.15222731,195274,143104.326,4724.37111732,0.0
1537228800000,0.031384,0.033638,0.031119,0.032894,247061.004,1537315199999,7997.19664859,162122,132963.599,4301.97100139,0.0
1537315200000,0.032894,0.033746,0.032241,0.032816,217203.21,1537401599999,7154.03017655,139670,114248.254,3764.75021801,0.0
1537401600000,0.032816,0.034836,0.03236,0.034522,235455.02,1537487999999,7782.02101565,160865,129067.21,4262.26639164,0.0
1537488000000,0.034549,0.0372,0.033402,0.036658,409984.208,1537574399999,14235.46462651,256756,227814.308,7894.96850907,0.0
1537574400000,0.036657,0.037512,0.035123,0.035849,222334.661,1537660799999,8004.65429705,121533,122506.719,4417.99179067,0.0
1537660800000,0.035849,0.036816,0.0354,0.036461,176995.878,1537747199999,6395.69204737,121835,102693.287,3710.04430412,0.0
1537747200000,0.036442,0.036597,0.034302,0.034631,190414.077,1537833599999,6749.68681309,131352,102037.717,3618.3661918,0.0
1537833600000,0.034631,0.03467,0.031994,0.034064,297526.658,1537919999999,9906.05544679,197963,159074.489,5294.43890374,0.0
1537920000000,0.034065,0.034143,0.032479,0.033154,234835.34,1538006399999,7812.1652916,157623,125670.266,4179.76472462,0.0
1538006400000,0.033154,0.03473,0.032644,0.034253,214927.273,1538092799999,7219.46363255,143943,116704.101,3922.15828368,0.0
1538092800000,0.034241,0.034573,0.032815,0.033445,230903.126,1538179199999,7807.0086508,144133,122677.143,4148.11884394,0.0
1538179200000,0.03344,0.035991,0.032923,0.035077,245968.895,1538265599999,8529.53117406,159703,128331.962,4452.38883325,0.0
1538265600000,0.035106,0.0359,0.0346,0.035178,184624.784,1538351999999,6519.36725571,121823,93520.824,3299.38345959,0.0
1538352000000,0.035175,0.03538,0.03449,0.035023,166101.347,1538438399999,5798.98406783,119720,86088.605,3006.0020414,0.0
1538438400000,0.035012,0.035102,0.03425,0.034556,167738.176,1538524799999,5825.56547823,127401,92199.128,3202.69620544,0.0
1538524800000,0.034556,0.034631,0.033532,0.033901,172215.524,1538611199999,5845.6345527,116673,94774.272,3217.22166213,0.0
1538611200000,0.033901,0.034304,0.03357,0.033777,161036.799,1538697599999,5475.70500815,92446,90569.627,3079.92672709,0.0
1538697600000,0.033774,0.034785,0.03346,0.034409,184892.636,1538783999999,6267.41457448,108673,101555.121,3441.72137091,0.0
1538784000000,0.034399,0.0345,0.033995,0.034144,138183.973,1538870399999,4730.49470687,82530,76430.868,2617.22446382,0.0
1538870400000,0.034144,0.034321,0.033889,0.034228,122929.65,1538956799999,4189.48995907,79402,70649.481,2408.01488552,0.0
1538956800000,0.034223,0.03465,0.034003,0.034468,173388.82,1539043199999,5947.5374217,115187,97594.502,3348.53392418,0.0
1539043200000,0.034481,0.034637,0.034218,0.034317,162576.744,1539129599999,5594.0297448,112819,90413.88,3110.96075718,0.0
1539129600000,0.034319,0.034414,0.034073,0.034185,204182.053,1539215999999,6997.09362407,149120,118808.189,4071.5878107,0.0
1539216000000,0.034185,0.034285,0.03048,0.030633,381280.37,1539302399999,12229.64579092,269135,200105.487,6420.45346841,0.0
1539302400000,0.030633,0.031748,0.030606,0.031288,241722.363,1539388799999,7549.21181967,166086,125066.784,3909.32282922,0.0
1539388800000,0.031299,0.032028,0.031251,0.031807,150620.776,1539475199999,4780.26948728,130733,81916.957,2599.5770239,0.0
1539475200000,0.031807,0.032007,0.03086,0.031059,158085.302,1539561599999,4999.87117676,112544,84608.319,2677.43818635,0.0
1539561600000,0.031053,0.033435,0.0308,0.031732,436303.837,1539647999999,13853.50925362,268601,229232.417,7274.78843492,0.0
1539648000000,0.031757,0.032094,0.03136,0.031838,232077.15,1539734399999,7356.61372365,158266,126401.019,4007.76539925,0.0
1539734400000,0.031838,0.032018,0.0314,0.0316,221946.119,1539820799999,7039.81991467,157999,127088.027,4031.44179457,0.0
1539820800000,0.0316,0.031749,0.030924,0.031163,216793.623,1539907199999,6805.1948134,148816,122167.607,3836.42330166,0.0
1539907200000,0.031163,0.031484,0.031039,0.031383,95286.064,1539993599999,2981.17135793,91695,49808.349,1558.30293885,0.0
1539993600000,0.031387,0.03181,0.031285,0.03157,95097.179,1540079999999,3003.38664304,97917,51724.744,1633.26123803,0.0
1540080000000,0.031578,0.03186,0.0314,0.031494,83821.507,1540166399999,2649.98855718,85856,39652.871,1253.73512218,0.0
1540166400000,0.031487,0.031603,0.03127,0.031413,114465.28,1540252799999,3598.73821335,103622,53754.664,1690.47678025,0.0
1540252800000,0.031413,0.031558,0.031063,0.031418,148898.879,1540339199999,4656.22178594,122319,79094.522,2472.78615053,0.0
1540339200000,0.031418,0.031473,0.03115,0.031273,131064.636,1540425599999,4107.00726111,113406,57344.609,1797.01637216,0.0
1540425600000,0.031274,0.031329,0.031041,0.031223,104742.39,1540511999999,3268.32130644,102005,51605.248,1610.59298862,0.0
1540512000000,0.031216,0.031696,0.031118,0.031346,109273.704,1540598399999,3420.93297002,93067,56409.316,1766.1725492,0.0
1540598400000,0.031346,0.031489,0.031298,0.031427,98752.745,1540684799999,3098.86551005,97085,50855.453,1596.04133822,0.0
1540684800000,0.031423,0.031982,0.03135,0.031616,103299.688,1540771199999,3255.15634329,81446,51657.542,1628.20366467,0.0
1540771200000,0.031616,0.031805,0.030834,0.03104,152062.91,1540857599999,4761.90762297,142477,74569.089,2336.10002083,0.0
1540857600000,0.031041,0.03124,0.030922,0.031164,119787.712,1540943999999,3720.70521518,122923,59393.404,1845.14941607,0.0
1540944000000,0.031165,0.031344,0.03085,0.03119,132035.656,1541030399999,4108.21678165,136294,68538.771,2132.94917466,0.0
1541030400000,0.03119,0.03129,0.0311,0.031184,115155.445,1541116799999,3589.59122785,113603,62703.525,1954.84477315,0.0
1541116800000,0.031184,0.031687,0.0311,0.031464,133957.915,1541203199999,4198.0000326,115666,72879.893,2283.36849671,0.0
1541203200000,0.031464,0.031485,0.0313,0.031353,84467.213,1541289599999,2651.2068972,82087,43036.908,1350.91508929,0.0
1541289600000,0.031353,0.033577,0.031264,0.032705,201761.826,1541375999999,6487.87005926,156276,103560.6,3326.987644,0.0
1541376000000,0.032705,0.032845,0.0322,0.032573,143719.901,1541462399999,4668.39992396,123279,73136.008,2375.31971265,0.0
1541462400000,0.032561,0.033921,0.032401,0.033869,195035.061,1541548799999,6462.94381102,173034,91851.136,3042.44721963,0.0
1541548800000,0.033869,0.034084,0.033175,0.033308,185653.554,1541635199999,6234.51477229,170529,87447.615,2937.0445953,0.0
1541635200000,0.033309,0.03356,0.0328,0.032851,155000.223,1541721599999,5124.74863439,160377,78330.771,2590.16312074,0.0
1541721600000,0.032851,0.033155,0.03263,0.032844,114030.439,1541807999999,3751.89248986,122905,59772.138,1966.95308342,0.0
1541808000000,0.03285,0.033358,0.0328,0.033136,84544.247,1541894399999,2797.37044585,103958,42366.476,1402.03988999,0.0
1541894400000,0.033136,0.033218,0.0328,0.032976,86448.707,1541980799999,2854.45733232,101288,41083.577,1357.03890984,0.0
1541980800000,0.032976,0.033132,0.032801,0.03299,103848.438,1542067199999,3425.46540845,115938,46886.159,1546.65419092,0.0
1542067200000,0.032987,0.03305,0.032349,0.032479,124181.665,1542153599999,4062.89289773,126230,63653.68,2083.19438778,0.0
1542153600000,0.03248,0.032523,0.030033,0.031677,322149.201,1542239999999,10154.91377982,247384,158471.208,4994.96006496,0.0
1542240000000,0.031679,0.032332,0.031267,0.032026,260594.911,1542326399999,8281.21387368,202581,134296.336,4268.9595754,0.0
1542326400000,0.032026,0.032197,0.0312,0.031294,160277.516,1542412799999,5085.73143663,129343,83518.578,2650.39178671,0.0
1542412800000,0.031302,0.031601,0.0311,0.03131,134241.033,1542499199999,4210.92776364,103006,74537.359,2338.48124951,0.0
1542499200000,0.03131,0.03194,0.03126,0.0316,120896.796,1542585599999,3805.33607159,91910,66802.339,2102.45603268,0.0
1542585600000,0.0316,0.031642,0.02904,0.030636,411823.98,1542671999999,12433.17162529,251667,205323.965,6198.42866694,0.0
1542672000000,0.030647,0.030946,0.02875,0.029316,712970.833,1542758399999,21299.68378136,384100,368127.602,10990.4523964,0.0
1542758400000,0.029319,0.03015,0.028761,0.029671,353292.947,1542844799999,10440.27667095,222726,185088.091,5473.11757854,0.0
1542844800000,0.029653,0.029912,0.028894,0.02895,193061.678,1542931199999,5677.58002521,120404,96626.047,2840.97015349,0.0
1542931200000,0.028942,0.029199,0.027974,0.028291,244056.77,1543017599999,6949.26092459,149641,126735.267,3608.93693841,0.0
1543017600000,0.028295,0.029376,0.028104,0.029216,270075.505,1543103999999,7735.08242899,146508,139719.001,4002.24445068,0.0
1543104000000,0.029215,0.029486,0.027855,0.029038,404295.707,1543190399999,11606.69058264,224048,213333.746,6129.91087881,0.0
1543190400000,0.029037,0.0292,0.028283,0.028671,320271.264,1543276799999,9194.32470317,202914,174748.506,5017.43498103,0.0
1543276800000,0.02866,0.029088,0.027765,0.028761,277443.68,1543363199999,7852.03914965,175885,142932.637,4047.78189835,0.0
1543363200000,0.028746,0.029098,0.02791,0.028808,295828.579,1543449599999,8421.59299056,209033,150602.998,4290.01294211,0.0
1543449600000,0.0288,0.028912,0.027371,0.027461,274767.411,1543535999999,7671.8307256,210369,136128.661,3800.9058392,0.0
1543536000000,0.027464,0.028542,0.0273,0.028158,232763.908,1543622399999,6519.42611444,183338,119754.184,3355.53274186,0.0
1543622400000,0.028156,0.028834,0.027818,0.02818,167738.64,1543708799999,4725.08327595,148676,81927.359,2308.79385756,0.0
1543708800000,0.028178,0.028341,0.027877,0.028026,147257.616,1543795199999,4136.64759067,116467,67899.858,1908.30507471,0.0
1543795200000,0.028026,0.028449,0.0277,0.027983,174282.309,1543881599999,4890.12233344,128800,92342.175,2592.13892227,0.0
1543881600000,0.027989,0.028113,0.0277,0.027809,183794.325,1543967999999,5131.77184485,136544,89616.998,2502.55767083,0.0
1543968000000,0.027813,0.027896,0.027203,0.027266,187578.403,1544054399999,5179.79069516,136056,99189.882,2740.16061775,0.0
1544054400000,0.027272,0.027338,0.025543,0.025976,347300.301,1544140799999,9212.12810126,207227,184213.068,4890.57882959,0.0
1544140800000,0.025948,0.027784,0.02463,0.027341,530450.634,1544227199999,13718.04902936,307838,279583.362,7230.87118431,0.0
1544227200000,0.027341,0.028134,0.025501,0.026494,332746.829,1544313599999,8866.51428358,220045,165976.931,4420.87142431,0.0
1544313600000,0.026484,0.027,0.026085,0.0263,211489.681,1544399999999,5619.72705131,140797,102962.643,2735.89479892,0.0
1544400000000,0.026307,0.02645,0.025794,0.026179,174339.845,1544486399999,4551.44202977,105211,97864.847,2555.64233029,0.0
1544486400000,0.026176,0.026534,0.025157,0.025962,170092.132,1544572799999,4425.40333708,110306,88369.307,2300.70555436,0.0
1544572800000,0.025957,0.026359,0.025827,0.025954,163830.148,1544659199999,4273.20343403,109234,87388.709,2279.86631118,0.0
1544659200000,0.025955,0.026536,0.025811,0.026148,209169.864,1544745599999,5475.02279855,117388,95154.027,2491.26159987,0.0
1544745600000,0.026164,0.026305,0.025815,0.026,228967.56,1544831999999,5976.65084831,134938,139899.55,3652.4709509,0.0
1544832000000,0.026001,0.026163,0.025853,0.026076,154288.115,1544918399999,4018.28046548,111725,79919.1,2081.79388403,0.0
1544918400000,0.026085,0.026753,0.026077,0.026231,137636.493,1545004799999,3643.02826901,104894,72875.204,1928.64136162,0.0
1545004800000,0.026232,0.027161,0.026161,0.026801,254595.164,1545091199999,6764.2999704,162753,140342.348,3729.7355979,0.0
1545091200000,0.026801,0.027586,0.026415,0.027493,347066.626,1545177599999,9286.57631792,190263,204617.144,5470.74558085,0.0
1545177600000,0.027493,0.02825,0.026881,0.026954,430273.581,1545263999999,11790.2083047,252460,243897.33,6688.30854885,0.0
1545264000000,0.026958,0.028665,0.026751,0.028094,392753.556,1545350399999,10772.93300906,245762,207407.504,5696.09175296,0.0
1545350400000,0.028087,0.028747,0.027501,0.028059,331529.632,1545436799999,9361.44760642,241293,179052.774,5055.12247882,0.0
1545436800000,0.028051,0.0294,0.027791,0.029165,209087.616,1545523199999,5978.67283671,178523,106505.621,3044.35485497,0.0
1545523200000,0.029162,0.033125,0.029133,0.032837,455408.705,1545609599999,14539.07952266,288866,227928.229,7282.23992123,0.0
1545609600000,0.032845,0.037672,0.032745,0.034455,585615.65,1545695999999,20637.68070785,384754,306660.037,10813.56550512,0.0
1545696000000,0.034468,0.034732,0.032907,0.03407,390213.907,1545782399999,13194.65538746,247063,201765.65,6823.76938429,0.0
1545782400000,0.034069,0.035344,0.033409,0.034242,291513.201,1545868799999,9989.88688269,196995,151795.163,5199.19620271,0.0
1545868800000,0.034245,0.034432,0.031302,0.031898,281173.985,1545955199999,9203.6540388,181108,138792.13,4546.61033015,0.0
1545955200000,0.031899,0.0354,0.031506,0.03525,351840.058,1546041599999,11730.37893304,200439,179663.432,5991.86727888,0.0
1546041600000,0.035246,0.037441,0.034141,0.035984,384344.02,1546127999999,13631.02087056,236294,199048.592,7063.20908437,0.0
1546128000000,0.035984,0.036534,0.03496,0.036235,291989.233,1546214399999,10467.04987949,185325,154528.84,5540.06594356,0.0
1546214400000,0.036234,0.036337,0.0353,0.035536,205103.854,1546300799999,7345.92219595,146249,101429.538,3633.04649386,0.0
1546300800000,0.035534,0.037532,0.035315,0.036629,168390.91,1546387199999,6118.53696104,128903,92258.482,3352.45235579,0.0
1546387200000,0.036611,0.04005,0.036501,0.039404,347117.744,1546473599999,13457.53643352,216113,176108.805,6825.8950908,0.0
1546473600000,0.039415,0.039949,0.038156,0.038846,284859.389,1546559999999,11112.7094515,187567,146215.675,5705.87689129,0.0
1546560000000,0.038854,0.04085,0.038551,0.040093,304951.98,1546646399999,12152.20499011,214027,157908.178,6294.03990061,0.0
1546646400000,0.0401,0.041752,0.040096,0.040533,312691.91,1546732799999,12797.16576898,222634,163755.765,6703.0761507,0.0
1546732800000,0.040532,0.040721,0.038377,0.03857,287921.195,1546819199999,11368.3419397,209278,145725.181,5753.23405832,0.0
1546819200000,0.03857,0.038791,0.0373,0.037589,226585.723,1546905599999,8623.50780255,175384,117574.856,4474.43989122,0.0
1546905600000,0.03756,0.037756,0.0369,0.037296,226887.581,1546991999999,8458.6158207,191156,116157.225,4330.55528173,0.0
1546992000000,0.037297,0.038,0.037139,0.037337,195048.837,1547078399999,7318.68751688,147310,96791.916,3632.67036876,0.0
1547078400000,0.037336,0.037445,0.034086,0.034853,397522.165,1547164799999,14052.27910368,281134,203577.347,7205.382078,0.0
1547164800000,0.034853,0.035322,0.033716,0.03462,266180.516,1547251199999,9211.12130602,209599,141209.834,4885.09098284,0.0
1547251200000,0.034619,0.034996,0.034177,0.034404,158816.127,1547337599999,5502.73513649,147750,78177.354,2708.43871153,0.0
1547337600000,0.034406,0.034448,0.032363,0.032845,194656.594,1547423999999,6516.82912968,157905,94016.904,3150.82310625,0.0
1547424000000,0.032844,0.035476,0.032805,0.035005,290289.323,1547510399999,9880.31566041,205181,142539.747,4860.45985091,0.0
1547510400000,0.035005,0.035556,0.0329,0.033502,328919.676,1547596799999,11326.71386122,247685,168140.764,5794.21071314,0.0
1547596800000,0.033514,0.034779,0.033284,0.033836,277488.071,1547683199999,9378.01233288,231651,146004.875,4934.59212934,0.0
1547683200000,0.03383,0.033969,0.033076,0.033647,224507.593,1547769599999,7541.03829114,207693,123405.548,4145.71286259,0.0
1547769600000,0.033644,0.033716,0.03295,0.033148,172873.158,1547855999999,5774.33203574,168092,91036.872,3041.13373865,0.0
1547856000000,0.033149,0.033768,0.033125,0.033441,173766.455,1547942399999,5806.93446856,166707,91804.186,3068.78520661,0.0
1547942400000,0.033441,0.033521,0.032975,0.033214,201346.172,1548028799999,6701.06184186,178743,100635.934,3349.88325096,0.0
1548028800000,0.033214,0.033289,0.032412,0.032765,155031.834,1548115199999,5101.55313722,149339,82509.592,2715.45067611,0.0
1548115200000,0.032767,0.03316,0.032242,0.033004,207541.999,1548201599999,6818.62339331,163512,97500.264,3203.94003688,0.0
1548201600000,0.033004,0.033114,0.0326,0.032773,184231.591,1548287999999,6061.53309854,155630,86781.141,2855.3987006,0.0
1548288000000,0.032773,0.032831,0.032222,0.032608,252866.731,1548374399999,8239.77253525,159763,141462.573,4608.20850778,0.0
1548374400000,0.032608,0.032987,0.032253,0.032305,188974.532,1548460799999,6145.11263922,149319,101609.864,3304.82640337,0.0
1548460800000,0.032299,0.03258,0.032133,0.032341,149788.235,1548547199999,4851.6536388,123082,77169.673,2500.03345567,0.0
1548547200000,0.032341,0.032426,0.031549,0.031565,213301.261,1548633599999,6836.37823362,156092,96909.882,3106.19645889,0.0
1548633600000,0.031562,0.031735,0.029805,0.030719,341549.102,1548719999999,10477.44028631,231066,153643.022,4712.90266452,0.0
1548720000000,0.030718,0.030994,0.030229,0.030619,209233.87,1548806399999,6421.00394983,170714,109067.596,3346.70894973,0.0
1548806400000,0.03062,0.031586,0.030444,0.031311,198536.772,1548892799999,6160.52395429,144063,104078.347,3228.13257941,0.0
1548892800000,0.031317,0.031762,0.03077,0.030996,191497.371,1548979199999,5970.30616144,133688,98584.823,3071.82739802,0.0
1548979200000,0.031006,0.031136,0.03046,0.030827,152161.646,1549065599999,4684.85392313,112426,84071.5,2588.36566105,0.0
1549065600000,0.030828,0.031621,0.030767,0.031519,119463.938,1549151999999,3705.40971586,95557,64937.256,2013.61497743,0.0
1549152000000,0.03152,0.031668,0.030873,0.031035,127646.523,1549238399999,3989.94233089,94720,65061.353,2034.67261953,0.0
1549238400000,0.031038,0.03138,0.030851,0.031078,130147.761,1549324799999,4047.9393298,92533,62821.843,1954.27614896,0.0
1549324800000,0.031082,0.031158,0.030813,0.030912,143547.901,1549411199999,4447.60784869,95688,68258.993,2114.96869137,0.0
1549411200000,0.030915,0.03105,0.029865,0.030697,198990.791,1549497599999,6045.1822628,147012,104537.818,3175.59950552,0.0
1549497600000,0.030705,0.031007,0.030632,0.030738,128210.675,1549583999999,3949.63220021,109582,66314.832,2042.80345744,0.0
1549584000000,0.030738,0.033039,0.030601,0.032579,307492.653,1549670399999,9837.86121143,214105,152988.273,4895.72212522,0.0
1549670400000,0.032578,0.033041,0.032335,0.032528,173260.635,1549756799999,5641.63718455,139197,88770.622,2891.02672577,0.0
1549756800000,0.032528,0.0342,0.03202,0.033999,221987.819,1549843199999,7253.97288631,157551,110952.865,3625.63811197,0.0
1549843200000,0.034,0.034123,0.032945,0.033283,202842.894,1549929599999,6761.28417139,156322,103834.156,3461.19068569,0.0
1549929600000,0.03329,0.03395,0.032999,0.03371,194257.662,1550015999999,6487.16622021,138789,99224.914,3314.12476636,0.0
1550016000000,0.033711,0.03448,0.033586,0.033782,183469.916,1550102399999,6221.86289963,134129,86322.754,2927.30096425,0.0
1550102400000,0.033771,0.034371,0.033501,0.033521,155448.019,1550188799999,5266.17899962,121166,79226.935,2683.29478512,0.0
1550188800000,0.033531,0.034109,0.0335,0.033764,143522.885,1550275199999,4851.28642779,121913,74884.812,2531.21886617,0.0
1550275200000,0.033769,0.03423,0.033715,0.033923,150569.567,1550361599999,5104.4043846,128770,68864.327,2334.69895866,0.0
1550361600000,0.033922,0.036994,0.033862,0.03648,351931.559,1550447999999,12404.95455379,245468,180820.042,6372.61690959,0.0
1550448000000,0.036478,0.0383,0.036253,0.037368,479848.667,1550534399999,17861.66136116,303776,257712.561,9600.56201051,0.0
1550534400000,0.037394,0.03795,0.0366,0.036709,313216.507,1550620799999,11708.03406537,229328,172447.716,6445.11008661,0.0
1550620800000,0.036705,0.037631,0.03603,0.037407,265931.326,1550707199999,9788.8101176,200661,150788.001,5548.2306404,0.0
1550707200000,0.037397,0.037492,0.036512,0.037,183443.98,1550793599999,6773.94037339,157691,92856.162,3429.64384379,0.0
1550793600000,0.037003,0.0374,0.036621,0.037182,152284.966,1550879999999,5653.03745253,124608,73421.608,2725.599999,0.0
1550880000000,0.037183,0.039082,0.036957,0.038312,241438.389,1550966399999,9151.27815057,178740,125108.324,4741.05334047,0.0
1550966400000,0.038312,0.03985,0.035218,0.035302,485286.977,1551052799999,18303.84856435,336385,249636.694,9433.99032932,0.0
1551052800000,0.035301,0.036778,0.0352,0.036013,362139.768,1551139199999,13088.42751248,259091,193702.235,7000.69921037,0.0
1551139200000,0.036005,0.036127,0.035272,0.035766,251329.366,1551225599999,8988.33352564,231733,133756.975,4784.60042667,0.0
1551225600000,0.035771,0.03654,0.0341,0.035366,308828.304,1551311999999,10989.77204741,221563,159327.721,5668.40990715,0.0
1551312000000,0.035371,0.036003,0.034919,0.035485,340636.881,1551398399999,12111.51477617,243708,180809.936,6427.41190517,0.0
1551398400000,0.03548,0.035831,0.035259,0.035388,183802.713,1551484799999,6524.63773963,154668,98583.747,3499.51439974,0.0
1551484800000,0.035382,0.035514,0.034285,0.034698,192044.393,1551571199999,6690.02074974,159546,105345.066,3670.29223662,0.0
1551571200000,0.034696,0.035159,0.033848,0.034293,141887.382,1551657599999,4927.40583589,134805,75837.807,2634.38514741,0.0
1551657600000,0.034293,0.03432,0.03336,0.033825,236375.931,1551743999999,8004.43468551,193362,133105.772,4507.8113758,0.0
1551744000000,0.033815,0.0356,0.033731,0.03545,278664.677,1551830399999,9663.47060524,197402,155703.792,5396.49204482,0.0
1551830400000,0.035441,0.036099,0.034999,0.035575,216068.012,1551916799999,7679.30782432,169475,118615.297,4216.1613987,0.0
1551916800000,0.035576,0.035884,0.03505,0.03532,201075.977,1552003199999,7131.11705746,153501,108212.116,3837.45655363,0.0
1552003200000,0.035322,0.03544,0.034199,0.034555,251344.035,1552089599999,8792.30664624,201031,129769.472,4540.03038311,0.0
1552089600000,0.034545,0.035382,0.034456,0.034809,269229.58,1552175999999,9387.16285057,230832,147969.33,5159.6073797,0.0
1552176000000,0.034809,0.034957,0.034386,0.034567,217252.543,1552262399999,7533.78093761,198992,121803.722,4224.92482373,0.0
1552262400000,0.034577,0.034639,0.034072,0.034267,244461.823,1552348799999,8397.22568323,226743,129166.364,4437.44129514,0.0
1552348800000,0.034266,0.034849,0.03398,0.034412,227315.909,1552435199999,7809.02214146,217141,122600.159,4212.1040292,0.0
1552435200000,0.034404,0.034423,0.03398,0.034068,225940.022,1552521599999,7713.99125166,204433,127423.406,4351.33798934,0.0
1552521600000,0.034061,0.0345,0.0335,0.034107,209675.595,1552607999999,7146.56006192,190822,114119.379,3889.73765965,0.0
1552608000000,0.034107,0.03503,0.034086,0.034804,210403.893,1552694399999,7266.56417477,165991,112065.757,3868.88893185,0.0
1552694400000,0.034802,0.035752,0.034801,0.035175,258855.67,1552780799999,9119.84893097,178627,141382.777,4980.42261411,0.0
1552780800000,0.035175,0.035188,0.034519,0.034828,180072.065,1552867199999,6274.21945179,127841,105532.492,3677.13624846,0.0
1552867200000,0.034828,0.035248,0.034393,0.034499,171776.606,1552953599999,5961.67764244,131933,84101.63,2919.1641294,0.0
1552953600000,0.034495,0.034824,0.034408,0.034494,128082.406,1553039999999,4424.48033935,103762,65426.789,2260.10118682,0.0
1553040000000,0.034494,0.034535,0.034135,0.034394,167147.435,1553126399999,5749.23989615,118903,89537.488,3080.06104041,0.0
1553126400000,0.034385,0.03444,0.03372,0.033883,197993.608,1553212799999,6759.95024063,156184,103187.806,3523.4329511,0.0
1553212800000,0.033872,0.034306,0.033778,0.034093,159803.201,1553299199999,5444.85097338,123544,84992.255,2896.47534021,0.0
1553299200000,0.034094,0.034452,0.034061,0.03427,117490.901,1553385599999,4025.07141218,97756,58988.088,2020.57932075,0.0
1553385600000,0.034274,0.0343,0.033866,0.034086,141789.581,1553471999999,4841.11628672,109531,75365.88,2573.38980971,0.0
1553472000000,0.034089,0.034238,0.033653,0.034029,218046.006,1553558399999,7407.10454679,168024,115767.86,3933.19874431,0.0
1553558400000,0.034035,0.034156,0.033804,0.033987,227441.953,1553644799999,7733.80109383,203467,116727.238,3969.81182136,0.0
1553644800000,0.033988,0.034734,0.033971,0.034521,252280.777,1553731199999,8660.74835438,219520,135858.187,4664.12710959,0.0
1553731200000,0.034522,0.034588,0.0341,0.034234,165385.144,1553817599999,5676.98146606,153724,81018.482,2781.29833571,0.0
1553817600000,0.03424,0.03495,0.034108,0.034892,223713.214,1553903999999,7698.00603973,168444,120372.655,4142.45397014,0.0
1553904000000,0.034891,0.035409,0.034502,0.034685,200109.866,1553990399999,6979.04449768,152402,109491.46,3818.26972895,0.0
